"Table with fips codes in column A and area names in column B, column headers in rows 12 through 13.  United States in row 15, regions start in row 17, state totals start in row 24, county by state start in row 78, minor civil divisions by new england start start in row 3239, and metropolitan areas start in row 4823.",,,,,,
" Census 2000 PHC-T-22.  Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, Metropolitan Areas, and Puerto Rico: 2000 ",,,,,,
"Table 1.  Gross Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, and Metropolitan Areas:  2000",,,,,,
,,,,,,
" Source:  U. S. Census Bureau, Census 2000, special tabulation. ",,,,,,
" Internet release date:  August 6, 2003 ",,,,,,
" [Data based on a sample. For information on confidentiality protection, sampling error, nonsampling error, and definitions, see http://www.census.gov/prod/cen2000/doc/sf3.pdf] ",,,,,,
 (X) Not applicable ,,,,,,
"1/ This category includes movers from foreign countries, as well as movers from Puerto Rico, U.S. Island Areas, and U.S. minor outlying islands.",,,,,,
"2/ Most independent cities in Virginia were combined with an adjacent or surrounding county.  Exceptions were the independent cities of Colonial Heights, Hampton, Newport News, Suffolk, and Virginia Beach.  See endnote for complete list of county/city combinations.",,,,,,
 - Represents or rounds to zero ,,,,,,
 FIPS Code	,Geographic Area of Residence in 2000, Population 5 years and over , Same residence (nonmovers) , Different residence 5 years ago ,,
 29181 ,  Ripley County," 12,697 "," 7,671 "," 5,026 "," 2,791 ", 55
 29183 ,  St. Charles County," 262,259 "," 133,516 "," 128,743 "," 59,468 "," 2,304 "
 29185 ,  St. Clair County," 9,138 "," 5,277 "," 3,861 "," 1,349 ", 11
 29186 ,  Ste. Genevieve County," 16,780 "," 11,171 "," 5,609 "," 2,822 ", 6
 29187 ,  St. Francois County," 52,288 "," 27,665 "," 24,623 "," 13,569 ", 313
 29189 ,  St. Louis County," 952,458 "," 563,758 "," 388,700 "," 186,266 "," 14,720 "
 29195 ,  Saline County," 22,257 "," 11,444 "," 10,813 "," 6,028 ", 322
 29197 ,  Schuyler County," 3,934 "," 2,460 "," 1,474 ", 707 , 12
 29199 ,  Scotland County," 4,630 "," 3,054 "," 1,576 ", 932 , 3
 29201 ,  Scott County," 37,543 "," 21,012 "," 16,531 "," 10,038 ", 185
 29203 ,  Shannon County," 7,823 "," 4,884 "," 2,939 "," 1,478 ", 13
 29205 ,  Shelby County," 6,413 "," 3,818 "," 2,595 "," 1,415 ", 13
 29207 ,  Stoddard County," 28,039 "," 15,849 "," 12,190 "," 7,139 ", 118
 29209 ,  Stone County," 27,076 "," 14,389 "," 12,687 "," 4,048 ", 132
 29211 ,  Sullivan County," 6,710 "," 3,899 "," 2,811 "," 1,186 ", 193
 29213 ,  Taney County," 37,312 "," 17,116 "," 20,196 "," 8,205 ", 297
 29215 ,  Texas County," 21,678 "," 12,686 "," 8,992 "," 4,363 ", 177
 29217 ,  Vernon County," 19,031 "," 10,413 "," 8,618 "," 4,833 ", 93
 29219 ,  Warren County," 22,937 "," 13,183 "," 9,754 "," 3,468 ", 141
 29221 ,  Washington County," 21,788 "," 13,445 "," 8,343 "," 4,295 ", 63
 29223 ,  Wayne County," 12,560 "," 7,817 "," 4,743 "," 2,263 ", 25
 29225 ,  Webster County," 28,710 "," 14,892 "," 13,818 "," 6,120 ", 81
 29227 ,  Worth County," 2,254 "," 1,446 ", 808 , 458 , -
 29229 ,  Wright County," 16,721 "," 8,875 "," 7,846 "," 3,957 ", 69
 29510 ,  St. Louis city," 324,769 "," 164,747 "," 160,022 "," 95,221 "," 11,944 "
Montana,,,,,,
 30001 ,  Beaverhead County," 8,660 "," 4,660 "," 4,000 "," 1,547 ", 32
 30003 ,  Big Horn County," 11,481 "," 7,014 "," 4,467 "," 2,523 ", 83
 30005 ,  Blaine County," 6,429 "," 4,214 "," 2,215 "," 1,258 ", 41
 30007 ,  Broadwater County," 4,157 "," 2,257 "," 1,900 ", 677 , 27
 30009 ,  Carbon County," 9,062 "," 5,196 "," 3,866 "," 1,420 ", 60
 30011 ,  Carter County," 1,306 ", 964 , 342 , 141 , -
 30013 ,  Cascade County," 75,002 "," 39,585 "," 35,417 "," 18,371 "," 1,330 "
 30015 ,  Chouteau County," 5,583 "," 3,597 "," 1,986 ", 652 , 32
 30017 ,  Custer County," 11,005 "," 6,351 "," 4,654 "," 2,486 ", 43
 30019 ,  Daniels County," 1,924 "," 1,332 ", 592 , 318 , 26
 30021 ,  Dawson County," 8,568 "," 5,378 "," 3,190 "," 1,446 ", 39
 30023 ,  Deer Lodge County," 9,027 "," 5,885 "," 3,142 "," 1,393 ", 29
 30025 ,  Fallon County," 2,701 "," 1,810 ", 891 , 452 , 2
 30027 ,  Fergus County," 11,279 "," 6,685 "," 4,594 "," 2,464 ", 25
 30029 ,  Flathead County," 70,037 "," 36,701 "," 33,336 "," 17,442 ", 547
 30031 ,  Gallatin County," 63,905 "," 26,050 "," 37,855 "," 15,556 ", 914
 30033 ,  Garfield County," 1,194 ", 793 , 401 , 235 , 10
 30035 ,  Glacier County," 12,171 "," 7,576 "," 4,595 "," 2,963 ", 110
 30037 ,  Golden Valley County, 991 , 651 , 340 , 85 , -
 30039 ,  Granite County," 2,692 "," 1,656 "," 1,036 ", 323 , 4
 30041 ,  Hill County," 15,457 "," 8,559 "," 6,898 "," 3,634 ", 108
 30043 ,  Jefferson County," 9,516 "," 5,268 "," 4,248 "," 1,146 ", 32
 30045 ,  Judith Basin County," 2,207 "," 1,506 ", 701 , 259 , -
 30047 ,  Lake County," 24,749 "," 13,334 "," 11,415 "," 5,060 ", 108
 30049 ,  Lewis and Clark County," 52,205 "," 27,768 "," 24,437 "," 11,828 ", 398
 30051 ,  Liberty County," 2,049 "," 1,520 ", 529 , 225 , 4
 30053 ,  Lincoln County," 17,892 "," 9,956 "," 7,936 "," 4,211 ", 62
 30055 ,  McCone County," 1,864 "," 1,354 ", 510 , 216 , 5
 30057 ,  Madison County," 6,524 "," 3,695 "," 2,829 "," 1,000 ", 22
 30059 ,  Meagher County," 1,829 "," 1,184 ", 645 , 282 , 9
 30061 ,  Mineral County," 3,695 "," 1,931 "," 1,764 ", 692 , 33
 30063 ,  Missoula County," 90,465 "," 41,105 "," 49,360 "," 23,047 ", 865
 30065 ,  Musselshell County," 4,266 "," 2,553 "," 1,713 ", 656 , 5
 30067 ,  Park County," 14,788 "," 7,676 "," 7,112 "," 3,273 ", 189
 30069 ,  Petroleum County, 459 , 302 , 157 , 30 , 2
 30071 ,  Phillips County," 4,373 "," 2,832 "," 1,541 ", 916 , 36
 30073 ,  Pondera County," 6,009 "," 3,991 "," 2,018 ", 856 , 39
 30075 ,  Powder River County," 1,747 "," 1,168 ", 579 , 215 , 2
 30077 ,  Powell County," 6,847 "," 3,657 "," 3,190 "," 1,028 ", 53
 30079 ,  Prairie County," 1,148 ", 772 , 376 , 148 , 4
 30081 ,  Ravalli County," 34,000 "," 16,348 "," 17,652 "," 7,152 ", 211
 30083 ,  Richland County," 9,063 "," 5,844 "," 3,219 "," 1,848 ", 27
 30085 ,  Roosevelt County," 9,764 "," 6,720 "," 3,044 "," 1,898 ", 76
 30087 ,  Rosebud County," 8,618 "," 5,071 "," 3,547 "," 1,871 ", 47
 30089 ,  Sanders County," 9,743 "," 5,523 "," 4,220 "," 1,574 ", 97
 30091 ,  Sheridan County," 3,887 "," 2,822 "," 1,065 ", 570 , 10
 30093 ,  Silver Bow County," 32,672 "," 19,274 "," 13,398 "," 7,344 ", 149
 30095 ,  Stillwater County," 7,755 "," 4,268 "," 3,487 "," 1,142 ", 62
 30097 ,  Sweet Grass County," 3,393 "," 1,876 "," 1,517 ", 577 , 34
 30099 ,  Teton County," 6,057 "," 3,745 "," 2,312 ", 959 , 43
 30101 ,  Toole County," 5,001 "," 3,031 "," 1,970 ", 852 , 20
 30103 ,  Treasure County, 813 , 518 , 295 , 114 , 3
 30105 ,  Valley County," 7,283 "," 5,078 "," 2,205 ", 987 , 14
 30107 ,  Wheatland County," 2,127 "," 1,468 ", 659 , 297 , -
 30109 ,  Wibaux County," 1,011 ", 706 , 305 , 105 , 16
 30111 ,  Yellowstone County," 120,912 "," 63,217 "," 57,695 "," 33,285 ", 745
Nebraska,,,,,,
 31001 ,  Adams County," 29,093 "," 15,778 "," 13,315 "," 6,627 ", 684
 31003 ,  Antelope County," 7,003 "," 4,858 "," 2,145 "," 1,189 ", 17
 31005 ,  Arthur County, 429 , 278 , 151 , 36 , -
 31007 ,  Banner County, 782 , 532 , 250 , 27 , 12
 31009 ,  Blaine County, 549 , 408 , 141 , 39 , -
 31011 ,  Boone County," 5,889 "," 4,016 "," 1,873 "," 1,117 ", 12
 31013 ,  Box Butte County," 11,370 "," 6,641 "," 4,729 "," 2,755 ", 100
 31015 ,  Boyd County," 2,318 "," 1,739 ", 579 , 331 , 3
 31017 ,  Brown County," 3,338 "," 2,225 "," 1,113 ", 541 , 8
 31019 ,  Buffalo County," 39,470 "," 18,880 "," 20,590 "," 9,788 ", 400
 31021 ,  Burt County," 7,345 "," 4,667 "," 2,678 "," 1,318 ", 19
 31023 ,  Butler County," 8,157 "," 5,630 "," 2,527 "," 1,123 ", 48
 31025 ,  Cass County," 22,641 "," 13,117 "," 9,524 "," 3,845 ", 70
 31027 ,  Cedar County," 9,022 "," 6,559 "," 2,463 "," 1,473 ", 16
 31029 ,  Chase County," 3,840 "," 2,372 "," 1,468 ", 683 , 8
 31031 ,  Cherry County," 5,772 "," 3,465 "," 2,307 "," 1,067 ", 17
 31033 ,  Cheyenne County," 9,195 "," 5,456 "," 3,739 "," 1,695 ", 71
 31035 ,  Clay County," 6,635 "," 4,336 "," 2,299 ", 968 , 53
 31037 ,  Colfax County," 9,739 "," 5,967 "," 3,772 "," 1,673 ", 416
 31039 ,  Cuming County," 9,548 "," 6,441 "," 3,107 "," 1,535 ", 118
 31041 ,  Custer County," 11,134 "," 7,101 "," 4,033 "," 2,192 ", 25
 31043 ,  Dakota County," 18,557 "," 9,621 "," 8,936 "," 3,842 ", 756
 31045 ,  Dawes County," 8,604 "," 4,103 "," 4,501 "," 1,416 ", 71
 31047 ,  Dawson County," 22,320 "," 11,731 "," 10,589 "," 5,160 "," 1,077 "
 31049 ,  Deuel County," 2,008 "," 1,136 ", 872 , 364 , 2
 31051 ,  Dixon County," 5,951 "," 4,028 "," 1,923 ", 743 , 66
 31053 ,  Dodge County," 33,861 "," 19,389 "," 14,472 "," 7,808 ", 320
 31055 ,  Douglas County," 429,561 "," 225,891 "," 203,670 "," 119,546 "," 10,344 "
 31057 ,  Dundy County," 2,168 "," 1,487 ", 681 , 261 , 28
 31059 ,  Fillmore County," 6,252 "," 4,048 "," 2,204 "," 1,113 ", 20
 31061 ,  Franklin County," 3,377 "," 2,398 ", 979 , 470 , 16
 31063 ,  Frontier County," 2,928 "," 1,794 "," 1,134 ", 310 , 9
 31065 ,  Furnas County," 5,014 "," 3,266 "," 1,748 ", 861 , 8
 31067 ,  Gage County," 21,632 "," 13,028 "," 8,604 "," 4,893 ", 98
 31069 ,  Garden County," 2,209 "," 1,335 ", 874 , 336 , 8
 31071 ,  Garfield County," 1,812 "," 1,243 ", 569 , 264 , 4
 31073 ,  Gosper County," 2,035 "," 1,305 ", 730 , 243 , 2
 31075 ,  Grant County, 708 , 455 , 253 , 105 , -
 31077 ,  Greeley County," 2,560 "," 1,873 ", 687 , 338 , 5
 31079 ,  Hall County," 49,462 "," 26,898 "," 22,564 "," 12,720 "," 1,344 "
 31081 ,  Hamilton County," 8,772 "," 5,750 "," 3,022 "," 1,446 ", 13
 31083 ,  Harlan County," 3,592 "," 2,321 "," 1,271 ", 498 , 9
 31085 ,  Hayes County," 1,026 ", 679 , 347 , 127 , 10
 31087 ,  Hitchcock County," 2,980 "," 1,913 "," 1,067 ", 404 , 19
 31089 ,  Holt County," 10,877 "," 7,608 "," 3,269 "," 1,855 ", 42
 31091 ,  Hooker County, 748 , 518 , 230 , 80 , -
 31093 ,  Howard County," 6,179 "," 3,926 "," 2,253 ", 890 , 21
 31095 ,  Jefferson County," 7,908 "," 5,233 "," 2,675 "," 1,729 ", 11
 31097 ,  Johnson County," 4,259 "," 2,813 "," 1,446 ", 563 , 47
 31099 ,  Kearney County," 6,455 "," 3,785 "," 2,670 ", 911 , 44
 31101 ,  Keith County," 8,363 "," 4,669 "," 3,694 "," 1,774 ", 50
 31103 ,  Keya Paha County, 924 , 704 , 220 , 86 , 2
 31105 ,  Kimball County," 3,869 "," 2,431 "," 1,438 ", 584 , 11
 31107 ,  Knox County," 8,847 "," 6,095 "," 2,752 "," 1,632 ", 16
 31109 ,  Lancaster County," 233,685 "," 108,810 "," 124,875 "," 71,552 "," 5,572 "
 31111 ,  Lincoln County," 32,336 "," 17,096 "," 15,240 "," 8,897 ", 258
 31113 ,  Logan County, 734 , 469 , 265 , 87 , -
 31115 ,  Loup County, 665 , 484 , 181 , 58 , -
 31117 ,  McPherson County, 497 , 351 , 146 , 43 , -
 31119 ,  Madison County," 32,785 "," 17,805 "," 14,980 "," 8,194 ", 517
 31121 ,  Merrick County," 7,685 "," 4,856 "," 2,829 "," 1,258 ", 27
 31123 ,  Morrill County," 5,106 "," 3,040 "," 2,066 ", 879 , 29
 31125 ,  Nance County," 3,792 "," 2,534 "," 1,258 ", 491 , 7
 31127 ,  Nemaha County," 7,229 "," 4,175 "," 3,054 "," 1,243 ", 19
 31129 ,  Nuckolls County," 4,795 "," 3,329 "," 1,466 ", 699 , 16
 31131 ,  Otoe County," 14,402 "," 8,401 "," 6,001 "," 2,946 ", 41
 31133 ,  Pawnee County," 2,946 "," 2,001 ", 945 , 345 , 33
 31135 ,  Perkins County," 3,026 "," 1,930 "," 1,096 ", 432 , 15
 31137 ,  Phelps County," 9,135 "," 5,748 "," 3,387 "," 1,853 ", 5
 31139 ,  Pierce County," 7,380 "," 4,864 "," 2,516 "," 1,148 ", 15
 31141 ,  Platte County," 29,407 "," 17,675 "," 11,732 "," 6,243 ", 438
 31143 ,  Polk County," 5,324 "," 3,558 "," 1,766 ", 703 , 22
 31145 ,  Red Willow County," 10,740 "," 6,574 "," 4,166 "," 2,160 ", 37
 31147 ,  Richardson County," 9,054 "," 5,713 "," 3,341 "," 2,181 ", 1
 31149 ,  Rock County," 1,655 "," 1,142 ", 513 , 221 , -
 31151 ,  Saline County," 13,051 "," 7,659 "," 5,392 "," 2,088 ", 257
 31153 ,  Sarpy County," 112,578 "," 52,190 "," 60,388 "," 18,274 "," 3,174 "
 31155 ,  Saunders County," 18,576 "," 11,920 "," 6,656 "," 2,804 ", 106
 31157 ,  Scotts Bluff County," 34,493 "," 19,686 "," 14,807 "," 8,791 ", 384
 31159 ,  Seward County," 15,562 "," 8,590 "," 6,972 "," 2,633 ", 120
 31161 ,  Sheridan County," 5,834 "," 3,618 "," 2,216 "," 1,041 ", 10
 31163 ,  Sherman County," 3,147 "," 2,226 ", 921 , 401 , -
 31165 ,  Sioux County," 1,396 ", 845 , 551 , 162 , -
 31167 ,  Stanton County," 5,973 "," 3,953 "," 2,020 ", 548 , 63
 31169 ,  Thayer County," 5,727 "," 3,911 "," 1,816 ", 991 , 15
 31171 ,  Thomas County, 687 , 491 , 196 , 54 , -
 31173 ,  Thurston County," 6,474 "," 3,941 "," 2,533 "," 1,517 ", 73
 31175 ,  Valley County," 4,390 "," 2,929 "," 1,461 ", 717 , 22
 31177 ,  Washington County," 17,585 "," 9,954 "," 7,631 "," 3,009 ", 156
 31179 ,  Wayne County," 9,328 "," 4,725 "," 4,603 "," 1,424 ", 121
 31181 ,  Webster County," 3,854 "," 2,551 "," 1,303 ", 609 , 15
 31183 ,  Wheeler County, 827 , 639 , 188 , 53 , -
 31185 ,  York County," 13,753 "," 8,148 "," 5,605 "," 2,742 ", 144
Nevada,,,,,,
 32001 ,  Churchill County," 22,202 "," 10,072 "," 12,130 "," 4,622 ", 562
 32003 ,  Clark County," 1,272,872 "," 438,700 "," 834,172 "," 413,400 "," 59,841 "
 32005 ,  Douglas County," 39,164 "," 19,152 "," 20,012 "," 6,631 ", 468
 32007 ,  Elko County," 41,470 "," 19,760 "," 21,710 "," 10,815 ", 789
 32009 ,  Esmeralda County, 940 , 499 , 441 , 150 , 11
 32011 ,  Eureka County," 1,557 ", 925 , 632 , 124 , 50
 32013 ,  Humboldt County," 14,808 "," 6,778 "," 8,030 "," 3,290 ", 303
 32015 ,  Lander County," 5,364 "," 3,003 "," 2,361 "," 1,094 ", 46
 32017 ,  Lincoln County," 3,897 "," 2,174 "," 1,723 ", 491 , 70
 32019 ,  Lyon County," 32,277 "," 14,237 "," 18,040 "," 5,162 ", 365
 32021 ,  Mineral County," 4,807 "," 2,691 "," 2,116 "," 1,048 ", 68
 32023 ,  Nye County," 30,602 "," 12,569 "," 18,033 "," 4,061 ", 382
 32027 ,  Pershing County," 6,267 "," 3,032 "," 3,235 "," 1,008 ", 126
 32029 ,  Storey County," 3,251 "," 1,597 "," 1,654 ", 147 , 40
 32031 ,  Washoe County," 316,402 "," 130,371 "," 186,031 "," 102,540 "," 10,805 "
 32033 ,  White Pine County," 8,631 "," 4,535 "," 4,096 "," 1,442 ", 64
 32510 ,  Carson City," 49,209 "," 22,692 "," 26,517 "," 11,011 "," 1,222 "
New Hampshire,,,,,,
 33001 ,  Belknap County," 53,328 "," 29,798 "," 23,530 "," 11,475 ", 451
 33003 ,  Carroll County," 41,581 "," 24,466 "," 17,115 "," 7,361 ", 383
 33005 ,  Cheshire County," 70,018 "," 40,240 "," 29,778 "," 15,626 ", 573
 33007 ,  Coos County," 31,434 "," 20,144 "," 11,290 "," 7,116 ", 175
 33009 ,  Grafton County," 77,524 "," 42,233 "," 35,291 "," 15,297 "," 1,060 "
 33011 ,  Hillsborough County," 355,128 "," 190,183 "," 164,945 "," 90,858 "," 8,796 "
 33013 ,  Merrimack County," 128,235 "," 71,290 "," 56,945 "," 27,798 "," 1,292 "
 33015 ,  Rockingham County," 259,267 "," 148,115 "," 111,152 "," 51,059 "," 2,500 "
 33017 ,  Strafford County," 105,623 "," 53,173 "," 52,450 "," 24,053 "," 1,133 "
 33019 ,  Sullivan County," 38,202 "," 22,755 "," 15,447 "," 8,467 ", 245
New Jersey,,,,,,
 34001 ,  Atlantic County," 236,405 "," 136,241 "," 100,164 "," 63,623 "," 8,030 "
 34003 ,  Bergen County," 829,455 "," 520,504 "," 308,951 "," 159,955 "," 39,746 "
 34005 ,  Burlington County," 396,629 "," 238,001 "," 158,628 "," 75,728 "," 7,095 "
 34007 ,  Camden County," 474,661 "," 299,172 "," 175,489 "," 105,271 "," 8,360 "
 34009 ,  Cape May County," 97,148 "," 59,405 "," 37,743 "," 19,595 ", 844
 34011 ,  Cumberland County," 137,590 "," 83,769 "," 53,821 "," 35,978 "," 3,681 "
 34013 ,  Essex County," 736,536 "," 426,607 "," 309,929 "," 186,082 "," 36,271 "
 34015 ,  Gloucester County," 238,232 "," 155,887 "," 82,345 "," 41,506 "," 1,454 "
 34017 ,  Hudson County," 571,095 "," 307,247 "," 263,848 "," 142,143 "," 46,961 "
 34019 ,  Hunterdon County," 113,866 "," 70,412 "," 43,454 "," 14,557 "," 1,877 "
 34021 ,  Mercer County," 328,588 "," 188,542 "," 140,046 "," 71,993 "," 13,455 "
 34023 ,  Middlesex County," 701,409 "," 403,418 "," 297,991 "," 132,482 "," 45,112 "
 34025 ,  Monmouth County," 573,303 "," 350,530 "," 222,773 "," 114,670 "," 13,325 "
 34027 ,  Morris County," 437,746 "," 267,435 "," 170,311 "," 71,653 "," 16,987 "
 34029 ,  Ocean County," 478,826 "," 289,136 "," 189,690 "," 94,247 "," 5,649 "
 34031 ,  Passaic County," 452,743 "," 268,889 "," 183,854 "," 111,246 "," 23,061 "
 34033 ,  Salem County," 60,428 "," 40,618 "," 19,810 "," 11,782 ", 625
 34035 ,  Somerset County," 275,485 "," 152,788 "," 122,697 "," 42,384 "," 12,307 "
 34037 ,  Sussex County," 134,380 "," 86,012 "," 48,368 "," 21,359 "," 1,027 "
 34039 ,  Union County," 486,355 "," 295,644 "," 190,711 "," 96,351 "," 24,408 "
 34041 ,  Warren County," 95,388 "," 57,227 "," 38,161 "," 15,773 "," 1,490 "
New Mexico,,,,,,
 35001 ,  Bernalillo County," 518,381 "," 253,614 "," 264,767 "," 154,634 "," 12,979 "
 35003 ,  Catron County," 3,394 "," 1,960 "," 1,434 ", 307 , 4
 35005 ,  Chaves County," 56,978 "," 31,668 "," 25,310 "," 14,763 ", 955
 35006 ,  Cibola County," 23,585 "," 15,894 "," 7,691 "," 3,883 ", 135
 35007 ,  Colfax County," 13,423 "," 7,566 "," 5,857 "," 2,829 ", 157
 35009 ,  Curry County," 41,329 "," 18,388 "," 22,941 "," 10,879 "," 1,800 "
 35011 ,  De Baca County," 2,128 "," 1,432 ", 696 , 325 , 2
 35013 ,  Dona Ana County," 161,181 "," 85,528 "," 75,653 "," 39,294 "," 4,670 "
 35015 ,  Eddy County," 47,952 "," 28,287 "," 19,665 "," 12,386 ", 336
 35017 ,  Grant County," 28,911 "," 16,916 "," 11,995 "," 6,913 ", 232
 35019 ,  Guadalupe County," 4,424 "," 2,753 "," 1,671 ", 696 , 53
 35021 ,  Harding County, 786 , 574 , 212 , 90 , 4
 35023 ,  Hidalgo County," 5,473 "," 3,526 "," 1,947 ", 982 , 113
 35025 ,  Lea County," 51,266 "," 28,966 "," 22,300 "," 14,137 ", 763
 35027 ,  Lincoln County," 18,448 "," 9,268 "," 9,180 "," 3,549 ", 310
 35028 ,  Los Alamos County," 17,275 "," 10,300 "," 6,975 "," 3,037 ", 385
 35029 ,  Luna County," 23,130 "," 13,265 "," 9,865 "," 4,993 ", 740
 35031 ,  McKinley County," 67,873 "," 47,405 "," 20,468 "," 12,751 ", 483
 35033 ,  Mora County," 4,857 "," 3,364 "," 1,493 ", 482 , 23
 35035 ,  Otero County," 57,857 "," 27,840 "," 30,017 "," 11,138 "," 4,268 "
 35037 ,  Quay County," 9,592 "," 5,979 "," 3,613 "," 1,900 ", 121
 35039 ,  Rio Arriba County," 38,419 "," 27,410 "," 11,009 "," 5,500 ", 522
 35041 ,  Roosevelt County," 16,660 "," 8,263 "," 8,397 "," 3,875 ", 251
 35043 ,  Sandoval County," 83,382 "," 47,166 "," 36,216 "," 9,710 ", 958
 35045 ,  San Juan County," 104,783 "," 59,910 "," 44,873 "," 27,133 ", 962
 35047 ,  San Miguel County," 28,186 "," 17,812 "," 10,374 "," 5,379 ", 413
 35049 ,  Santa Fe County," 121,557 "," 64,899 "," 56,658 "," 26,104 "," 5,148 "
 35051 ,  Sierra County," 12,668 "," 6,411 "," 6,257 "," 2,085 ", 150
 35053 ,  Socorro County," 16,854 "," 9,863 "," 6,991 "," 3,068 ", 307
 35055 ,  Taos County," 28,347 "," 18,249 "," 10,098 "," 4,668 ", 392
 35057 ,  Torrance County," 15,725 "," 8,425 "," 7,300 "," 1,754 ", 104
 35059 ,  Union County," 3,945 "," 2,381 "," 1,564 ", 774 , 66
 35061 ,  Valencia County," 61,142 "," 34,435 "," 26,707 "," 10,110 ", 900
New York,,,,,,
 36001 ,  Albany County," 278,018 "," 157,709 "," 120,309 "," 66,573 "," 5,168 "
 36003 ,  Allegany County," 47,130 "," 28,478 "," 18,652 "," 9,353 ", 570
 36005 ,  Bronx County," 1,225,092 "," 741,648 "," 483,444 "," 279,341 "," 76,736 "
 36007 ,  Broome County," 189,216 "," 112,371 "," 76,845 "," 47,820 "," 2,703 "
 36009 ,  Cattaraugus County," 78,785 "," 50,235 "," 28,550 "," 17,007 ", 407
 36011 ,  Cayuga County," 77,177 "," 49,848 "," 27,329 "," 16,988 ", 262
 36013 ,  Chautauqua County," 131,677 "," 80,139 "," 51,538 "," 35,160 ", 859
 36015 ,  Chemung County," 85,707 "," 51,429 "," 34,278 "," 22,285 ", 459
 36017 ,  Chenango County," 48,341 "," 30,603 "," 17,738 "," 10,944 ", 153
 36019 ,  Clinton County," 75,795 "," 43,895 "," 31,900 "," 18,385 "," 1,157 "
 36021 ,  Columbia County," 59,722 "," 37,590 "," 22,132 "," 12,237 ", 604
 36023 ,  Cortland County," 45,718 "," 24,970 "," 20,748 "," 11,512 ", 366
 36025 ,  Delaware County," 45,612 "," 29,677 "," 15,935 "," 7,844 ", 197
 36027 ,  Dutchess County," 263,037 "," 156,409 "," 106,628 "," 54,322 "," 4,983 "
 36029 ,  Erie County," 892,879 "," 561,966 "," 330,913 "," 251,089 "," 13,901 "
 36031 ,  Essex County," 36,908 "," 22,828 "," 14,080 "," 6,473 ", 360
 36033 ,  Franklin County," 48,620 "," 27,141 "," 21,479 "," 10,420 "," 1,544 "
 36035 ,  Fulton County," 51,998 "," 32,581 "," 19,417 "," 11,850 ", 401
 36037 ,  Genesee County," 56,738 "," 37,329 "," 19,409 "," 11,667 ", 334
 36039 ,  Greene County," 45,678 "," 29,658 "," 16,020 "," 7,711 ", 250
 36041 ,  Hamilton County," 5,150 "," 3,592 "," 1,558 ", 687 , 10
 36043 ,  Herkimer County," 60,861 "," 40,411 "," 20,450 "," 12,473 ", 243
 36045 ,  Jefferson County," 103,562 "," 53,447 "," 50,115 "," 23,781 "," 3,367 "
 36047 ,  Kings County," 2,285,223 "," 1,436,657 "," 848,566 "," 522,749 "," 160,306 "
 36049 ,  Lewis County," 25,301 "," 18,011 "," 7,290 "," 4,280 ", 120
 36051 ,  Livingston County," 60,796 "," 35,877 "," 24,919 "," 11,300 ", 573
 36053 ,  Madison County," 65,323 "," 40,102 "," 25,221 "," 12,014 ", 576
 36055 ,  Monroe County," 688,804 "," 395,308 "," 293,496 "," 206,981 "," 14,822 "
 36057 ,  Montgomery County," 46,781 "," 30,108 "," 16,673 "," 11,018 ", 272
 36059 ,  Nassau County," 1,248,676 "," 872,666 "," 376,010 "," 205,814 "," 26,840 "
 36061 ,  New York County," 1,462,015 "," 831,282 "," 630,733 "," 248,814 "," 104,054 "
 36063 ,  Niagara County," 206,730 "," 135,775 "," 70,955 "," 51,036 "," 1,586 "
 36065 ,  Oneida County," 222,067 "," 140,992 "," 81,075 "," 54,441 "," 5,000 "
 36067 ,  Onondaga County," 428,522 "," 247,327 "," 181,195 "," 120,134 "," 7,797 "
 36069 ,  Ontario County," 94,145 "," 56,659 "," 37,486 "," 19,529 ", 745
 36071 ,  Orange County," 315,429 "," 185,663 "," 129,766 "," 69,084 "," 6,134 "
 36073 ,  Orleans County," 41,389 "," 24,864 "," 16,525 "," 9,083 ", 579
 36075 ,  Oswego County," 114,830 "," 69,752 "," 45,078 "," 28,853 ", 483
 36077 ,  Otsego County," 58,752 "," 34,370 "," 24,382 "," 11,363 ", 394
 36079 ,  Putnam County," 89,138 "," 57,297 "," 31,841 "," 10,445 "," 1,593 "
 36081 ,  Queens County," 2,088,870 "," 1,291,231 "," 797,639 "," 431,997 "," 169,784 "
 36083 ,  Rensselaer County," 143,234 "," 89,953 "," 53,281 "," 29,024 "," 1,920 "
 36085 ,  Richmond County," 414,402 "," 262,080 "," 152,322 "," 83,255 "," 10,763 "
 36087 ,  Rockland County," 265,002 "," 170,846 "," 94,156 "," 51,199 "," 9,022 "
 36089 ,  St. Lawrence County," 105,957 "," 62,483 "," 43,474 "," 25,800 "," 1,177 "
 36091 ,  Saratoga County," 187,572 "," 109,696 "," 77,876 "," 37,206 "," 1,576 "
 36093 ,  Schenectady County," 137,584 "," 84,091 "," 53,493 "," 31,299 "," 2,119 "
 36095 ,  Schoharie County," 29,826 "," 19,040 "," 10,786 "," 5,842 ", 100
 36097 ,  Schuyler County," 18,100 "," 11,532 "," 6,568 "," 3,200 ", 6
 36099 ,  Seneca County," 31,524 "," 19,628 "," 11,896 "," 6,681 ", 222
 36101 ,  Steuben County," 92,702 "," 57,860 "," 34,842 "," 22,826 ", 402
